title ,text,subject,date,source
DEMOCRATS RAISED TWICE THE MONEY REPUBLICANS DID IN FIVE 2020 RACES THAT COULD DETERMINE CONTROL OF THE SENATE,"Democratic challengers raised nearly twice the amount Republicans did in first-quarter fundraising in five must-watch races that could determine who controls the Senate, the latest campaign finance figures showed.
Republican incumbents facing tough re-elections races in Arizona, Colorado, Kentucky, Maine and North Carolina all raised significantly less cash than their Democratic rivals in the first three months of 2020.
These contests are some of the best opportunities Democrats have to flip the seats and regain the Senate majority in November. They're rapidly becoming some of the most expensive and contentious matchups in the country. In Kentucky, for example, the multi-million dollar ad war between Senate Majority Leader Mitch McConnell and Amy McGrath started 16 months before Election Day.
In some races, such as Maine and North Carolina, Democrats actually doubled the amount of cash brought in by their Republican challengers. In Maine, state representative Sara Gideon raised nearly three times more money than four-term incumbent Susan Collins.
The Senate is now made up of 53 Republicans, 45 Democrats and two independents who caucus with the Democrats. Democrats need to win four seats to regain control of the chamber, or three seats if the vice president is a Democrat. The vice president serves as the ""president of the Senate"" and can cast tie-breaking votes.
For Republicans to maintain control of the Senate, all they have to do is hold on to the seats they already have. But the GOP has far more territory to defend than Democrats: 23 of the 36 seats in play in November are held by conservatives.
""It is concerning for the Republicans as they try to hold on to these very competitive seats,"" said Ryan Winger, a Colorado-based Republican strategist and pollster, about the first-quarter fundraising numbers. ""The money is going to matter.""
Winger added that it's only going to be more difficult for candidates from both parties to fundraise amid the coronavirus pandemic. Campaigns at every level have been forced to suspend in-person events as the virus continues to spread.
""Just like it has upended so much else in life, it's also going to upend how these campaigns are not only going about raising money but also how they're spending money,"" he said.
All congressional campaigns were required to file fundraising reports for the first quarter of 2020, which ended on March 31, with the Federal Election Commission by April 15. Here's a look at where candidates stand money-wise in five of the top Senate races to watch.
Arizona
Political newcomer Mark Kelly has been one of the most prolific fundraisers of the 2020 election cycle. The Democrat challenging Republican incumbent Martha McSally reported raising $11 million between January and March. McSally's team raised $6.3 million.
McSally is facing a tough re-election effort as Arizona becomes an increasingly purple state. She actually lost her 2018 Senate bid to Democrat Kyrsten Sinema but was appointed to Congress to temporarily fill the vacant seat of John McCain. Now, she and Kelly are running to complete the final two years of his term.
A Monmouth University survey of registered voters conducted in mid-March showed Kelly 6 points ahead of McNally. But a new Arizona Public Opinion Pulse survey released on Wednesday found Kelly had already expanded his advantage to a 7-point lead.
Colorado
Incumbent Cory Gardner is considered one of the most vulnerable Republicans up for re-election this year as he's likely to go up against former Colorado Governor John Hickenlooper. Hickenlooper outraised Gardner in the first quarter of 2020, bringing in roughly $4 million to Gardner's $2.4 million. But the Republican still has more cash on hand with $9.6 million in the bank compared with Hickenlooper's $4.9 million.
""What's clear from Senator Gardner's Q1 fundraising numbers is Coloradans want a commonsense conservative who delivers results, not a liberal socialist bent on changing America as we know it. Our campaign's cash on hand advantage will allow us to have the necessary resources to defeat the far left in 2020,"" said Casey Contres, Gardner's campaign manager.
Sabato's Crystal Ball, a nonpartisan election forecaster, shifted its rating of the Colorado Senate race from a ""toss-up"" to ""leans Democratic"" after polling showed Gardner to be unpopular with residents. The survey, conducted by Global Strategy Group in February, found that 48 percent of state voters disapproved of Gardner while just 37 percent approved of him.
Kentucky
In Kentucky, Democrat Amy McGrath outraised Senate Majority Leader Mitch McConnell by more than $5 million. McGrath's campaign hauled in $12.8 million in the first three months of 2020 while McConnell raised $7.8 million.
Though McGrath still has to get through a primary against several other Democrats. The contest was scheduled for May has been pushed back to June 23 due to the coronavirus pandemic.
Two polls conducted in January showed the general election to be winnable for McGrath. In one poll she was tied with McConnell while the other showed the Republican incumbent up by just 3 percentage points. But McConnell is going to be difficult to beat considering he's the most powerful Republican in Congress and a close ally to President Donald Trump, who won Kentucky by roughly 30 points in 2016.
Maine
Republican incumbent Susan Collins trailed her expected Democratic rival in fundraising by $4 million. Democrat Sara Gideon, the speaker of Maine's House of Representatives, raked in just over $7 million this year while Collins collected $2.4 million.
The race is likely to be Collins' toughest re-election effort since being elected to the Senate in 1996. Her controversial votes against impeachment and for Brett Kavanaugh's nomination to the Supreme Court are likely to hurt her in a state President Trump lost in 2016. She's also the most unpopular Senator in Congress, according to Morning Consult, with a 52 percent disapproval rating. A poll conducted by Colby College in February showed Collins trailing Gideon by 1 percentage point.
North Carolina
Democrat Cal Cunningham has outraised Republican incumbent Thom Tillis by more than $3 million so far in 2020. Cunningham's campaign reported a $4.4 million fundraising haul between January and March. The Tillis campaign reported raising $1.3 million in the same time period.
But while Cunningham raised more money, Tillis still had more cash on hand. The Republican senator reported $6.5 million in the bank compared to Cunningham's $3 million.
Democrats won big in the 2018 midterms, signaling that the traditionally conservative state is becoming less reliably red. Polls currently show a tight race between Cunningham and Tillis. An East Carolina University survey conducted in February showed Tillis with a 2-point lead over Cunningham. But a NBC News/Marist poll from early March had Cunningham ahead by 5 percentage points. The Cook Political Report recently deemed the race a ""toss-up"" after it had been ""leaning Republican.""",politicsNews,4/16/2020,Newsweek
NORTH DAKOTA WILL BEGIN TO REOPEN STARTING ON MAY 1,"On Wednesday night, North Dakota Governor Doug Burgum issued new guidelines for the state's business restrictions, suggesting that they will end on May 1.
In a statement released by his office, Burgum extended the state's business restrictions for an additional 10 days, with the end to these restrictions coming on April 30, ""and outlined a path forward for them to reopen.""
While North Dakota remains one of the few U.S. states that has not imposed a statewide stay-at-home order, they have enforced social distancing measures such as closing schools and different businesses in an effort to slow the spread of the novel coronavirus.
According to the statement, the businesses listed under the extended restrictions include recreational facilities, health clubs and athletic facilities, theaters, ""bars and restaurants except for take-out, delivery, curbside and drive-through,"" as well as salons, barber shops and tanning and massage facilities.
In order for the state to reopen after the 10-day extension terminates on April 30, Burgum outlined a number of different tasks that must be completed. These include, ""robust,"" widespread testing and contact tracing, targeted, effective quarantine, protection for the state's vulnerable populations, sufficient health care capacity, adequate protective equipment for healthcare workers and the public, plans for dealing with a possible resurgence of coronavirus cases and to develop ""a new standard operating procedures for reopening.""
According to the governor's statement, some of the aspects that make up the new standard operating procedure include ""daily disinfection procedures, mandatory health and hygiene protocols for employees, discontinued use of shared items, limiting the number of customers allowed into the business at one time and requiring that masks be worn inside the business.""
Burgum's plan to begin reopening the state on May 1 aligns with the plan recently mentioned by President Donald Trump. On Tuesday night, Trump said that he was planning to ask all 50 governors across the country to implement ""a very powerful reopening plan of their state in a time and manner as most appropriate.""
The president added that more than 20 states are in ""extremely good shape,"" and could open their economies, ""maybe even before the date of May 1.""
Despite Burgum's plan to reopen the state on May 1, the number of coronavirus cases in North Dakota continues to rise. According to a tracker provided by Johns Hopkins University, there are at least 365 confirmed cases in the state as well as nine deaths.
Across the U.S., there are over 640,000 confirmed cases and over 31,000 deaths.
Newsweek reached out to Burgum's office for comment but did not receive a response in time for publication.",politicsNews,4/16/2020,Newsweek
TENNESSEE GOVERNOR BILL LEE RECOMMENDS SCHOOLS CLOSE FOR REST OF YEAR IN CORONAVIRUS LOCKDOWN EXTENSION,"Tennessee Governor Bill Lee recommended that schools remain closed for the rest of the school year.
In a briefing on Wednesday evening, Governor Lee recommended that schools across the state close, but stopped short of enforcing closures. Lee said he hoped that schools would follow his recommendation, and after the briefing, counties across the state announced that they would be closing.
WVLT8 reported that Knox, Morgan, Blount, Claiborne, Campbell, Hamblen and Monroe counties announced that they would be closing their schools for the rest of the academic year.
In a tweet, Governor Lee wrote: ""In order to keep every Tennessean safe during this pandemic, I am recommending that schools remain closed through the end of this school year.
""We're working with [the Tennessee Department of Education] and local leaders to ensure there is flexibility for districts to complete critical year-end activities.""
In a bulletin posted on the Tennessee government website, the state government said: ""Students have lost significant learning time in their classrooms and the administration is committed to continuing to provide resources that keep our students engaged.
""Time lost in the classroom also has implications on overall well being, especially for at-risk and vulnerable student populations.""
The bulletin also explains that the Tennessee Department of Education Commissioner Penny Schwinn will convene a COVID-19 Child Wellbeing Task Force ""to engage communities and provide support for students.""
Schwinn retweeted Lee's announcement on Twitter and explained what the task force would do: ""Proud to be a part of this work, supporting our children's wellbeing while continuing to support their academic progress.
""Over the coming weeks, we will convene a task force to consider critical issues like nutrition, health, and services to support the work our schools do every day.""
Many states have already ordered schools to close for the rest of the academic year, including Alabama, Alaska, Arizona, Arkansas, Georgia, Indiana, Kansas, Louisiana, Michigan, Mississippi, Missouri, Nebraska, New Mexico, Oklahoma, Oregon, Pennsylvania, Utah, Vermont, Virginia, and Washington, according to Education Week.
California, Idaho, Maine, South Dakota, and now Tennessee, have recommended, but not ordered, that schools close for the rest of the academic year.
Some states have only closed schools temporarily with schools set to re-open this month in Colorado, Hawaii, Illinois, Iowa, Maryland, Montana, Nevada, New York, Rhode Island, South Carolina, West Virginia, Wisconsin, and Wyoming.
Other states have extended their school closures to May, including Connecticut, Delaware, Massachusetts, Minnesota, New Hampshire, North Carolina, Ohio, Texas, and Washington, D.C.
New Jersey and North Dakota have ordered their schools to close until further notice.",politicsNews,4/16/2020,Newsweek
JOY BEHAR CALLS ANTI-LOCKDOWN PROTESTERS ‘TERRORISTS’ INSPIRED BY ALEX JONES,"The View co-host Joy Behar blamed the nationwide anti-lockdown protests on Alex Jones and Rush Limbaugh and referred to the demonstrators who brought guns to the events as terrorists.
“Well, you know, let me first say that we are lucky to be working from home, all of us. I feel for these people who are losing their jobs. I really do. But they have to understand that they can infect other people,” Behar said Monday.
“You know to paraphrase Patrick Henry, give me liberty and give me death is what they are basically proposing because a lot of people are going to die because of this behavior. It has already been shown that self-quarantining, whatever you want to call it, besides distancing and PPE’s, has been working. It works.”
Behar went on to blame Infowars’ Alex Jones and radio host Rush Limbaugh for the broad discontent with local governments’ stay-at-home orders and other civil liberty violations made by tyrannical Democrat leaders.
“These people are being egged on by right-wing media and people like Alex Jones, like Rush Limbaugh. Why are you bringing guns to a rally? You want to call yourself protesters leave your guns home. Those are terrorists that bring guns to rallies. I don’t trust that at all. Don’t listen to these people.”",politicsNews,4/20/2020,InfoWars
WATCH LIVE: FAUCI CONDEMNS INFOWARS PROTEST; OWEN SHROYER ANNOUNCES ANOTHER!,"ALEX JONES SHOW: MONDAY LIVE – ABC NEWS SAYS LOCKDOWN PROTESTERS ARE TERRORISTS, PLUS DAVID ICKE ON AIR
Meanwhile, President Trump openly announces that China & the WHO are behind the coronavirus – Must-watch live transmission!
Tune in now as we expose how the government lockdowns are a takeover of society by design. The globalists are letting no crisis go to waste that gives more power to the government at the expense of individual liberties:
DAVID KNIGHT SHOW: FOLLOW CHINA’S LOCKDOWN OR DIE? AMERICANS READY TO BUCK THE SYSTEM
Share this censored link to join the information war
On this Monday broadcast of The David Knight Show, we’ll look at China’s control over American media and politicians.
Are the communists running the Democrat Party or have they just partnered against the American people?",politicsNews,4/20/2020,InfoWars
TWITTER BANS INFOWARS REPORTERS DAYS AHEAD OF “REOPEN TEXAS” RALLY,"Twitter suspended the accounts of Infowars reporters Owen Shroyer and Rob Dew Thursday, after a Media Matters hit piece claimed the social media platform was “facilitating” the promotion of a rally at the Texas capitol this weekend.
The suspensions came mere hours after a Media Matters article questioning whether a recent Periscope livestream, in which Shroyer promoted an upcoming Reopen America rally in Austin set for Saturday, violated the company’s guidelines on content that “could place people at a higher risk of transmitting COVID-19.”
Twitter users expressed shock and dismay at the censorship efforts, with media commentator Mark Dice among the first to connect Media Matters with the suspensions:
“It’s sad that they would start censoring people in the middle of a global pandemic,” Shroyer said in an exclusive statement.
“You’d think it goes against everything they’ve been saying, yet if they really wanted to do something about the spread of the coronavirus you’d think they’d want to be calling out China and the World Health Organization, but they’re not doing that – their propaganda continues to spread on Twitter.”
“I don’t think it was about that though… I think this was about the ‘Pedogate 2020’ documentary that I shared twice but as Kaitlin Bennett put out, this is clearly nothing to do with abusive behavior, because they allow death threats to happen to her everyday, but then they censor my account for either covering coronavirus or daring to do a livestream, or daring to share a documentary.
“So this is just more Nazi-style censorship from the technocrat left and Nazis at Twitter.”
Despite the Twitter account suspensions, the “You Can’t Close America” rally is set for Saturday, April 18th, 2020 from 12PM-2PM Central, on the steps of the Texas capitol.
The demonstration aims to give Texans of all stripes a voice to protest the authoritarian lockdown orders being imposed by petty tyrants at the local level.
Share this link to spread the word: infowars.com/cantcloseamerica
Shroyer (@allidoisowen) is the host of Infowars’ daily afternoon program War Room, which was previously co-hosted by none other than former Trump adviser Roger Stone.",politicsNews,4/16/2020,InfoWars
JONES VS TRUMP: INFOWARS PREPARES TO FILE LAWSUIT IF TRUMP DECLARES MARTIAL LAW/INTERSTATE TRAVEL BAN,"Alex Jones is readying a lawsuit against the Trump administration if it imposes an unconstitutional interstate travel ban to combat the coronavirus outbreak.
The lawsuit, to be filed through a Washington D.C. District Court if Trump follows through, claims the president’s decision to impose an interstate travel restriction violates the Constitution, and is driven by political expediency rather than lawful precedent.
“In our view, while the COVID-19 crisis does present a real and present danger to public health, there is also something significant at stake, and that is our fundamental freedoms and rights as Americans,” lawyer Norm Pattis said on The Alex Jones Show Monday. “We have drafted a lawsuit titled Alex Jones v. Donald Trump, naming a number of Trump’s Cabinet officials, in the event that President Trump announces an interstate travel ban or something like it.”
“We will go immediately into a District of Columbia court and ask for injunctive declaratory relief,” he added. “In other words, a ruling from a judge that the action is unlawful, and an order from the judge barring implementation of it. If that judge rejects our claim, we we’ll go to the D.C. Court of Appeals. If that court rejects our claim we will seek a hearing in the United States Supreme Court.”
From Alex Jones:
“When I do this, it’s not because it’s President Trump, I like President Trump. The globalists definitely hate him, but they’ve maneuvered him into this impossible choice, this rock and a hard place, because if he doesn’t respond, they’ll just trigger riots and other crises, and the media will trigger hysteria. Either he comes in with the clampdown or the globalists do it and brush him aside and make him irrelevant. The left has celebrated it. We said ‘Trump, look out! They’re setting you up.’ We were absolutely right.”
Trump will hold another coronavirus task force briefing Monday afternoon at 2:30 CDT, where he may possibly make his domestic travel ban announcement.
View the lawsuit draft below:
Norm Pattis joins Tom Pappert and Alex Jones live via Skype to break down what the new, interstate travel ban that President Trump is currently considering would mean for Americans’ civil liberties.
Martial Law is being declared across the globe as the perception of the pandemic pushes civilization into a state of paranoia as 368 just died in one day in Italy.
Infowars' most powerful product is back in stock! Get DNA Force Plus up to 50% off now!",politicsNews,3/16/2020,InfoWars
"INDICTMENTS AGAINST OBAMA’S DEEP STATERS MAY COME THIS WEEK, SAYS JOURNALIST","John Durham, the lead investigator looking into the FBI’s 2016 Crossfire Hurricane spy operation against Donald Trump’s presidential campaign may deliver several indictments against Obama-era officials, according to investigative journalist John Solomon.
In an interview Friday with Fox Business’ Lou Dobbs, Solomon explained that new materials released by the Senate Judiciary Committee regarding the FISA abuses against Trump’s campaign reveal the surveillance operation against him was far more corrupt than previously believed.
“In my worst nightmare I could not have imagined what would come out this week,” Solomon told Dobbs. “The level of information that the FBI had that raised red flags that they should have never not even for a moment entertained Chris Steele as a human source as a confidential informant is now overwhelming.”
“Christopher Steele should never have been shown the door inside the FBI and instead we sustained two-and-a-half years of an investigation into false allegations that put this country and this president through an unnecessary process,” he added.
After Dobbs complained about the lack of accountability against the Deep State cabal that perpetrated its bureaucratic coup against Trump, Solomon assured him that justice may still be served.
“There is fairly significant evidence that at this very moment, this week, the last couple of weeks Lou that there is some criminal investigative activity that I think will result in some action coming out soon,” Solomon said.
“It’s not going to be a lot. Don’t expect 10 or 12 indictments but there could be a handful of indictments and much more information.”
Owen takes calls from people who are sick and tired of this “panic-demic” and want President Trump to take action.
Be sure to get your improved boost of zinc and pregnenolone today with The Real Red Pill Plus now at 50% off!",politicsNews,4/18/2020,InfoWars
ELON MUSK: “WHAT I FIND MOST SURPRISING IS THAT CNN STILL EXISTS”,"Elon Musk called out CNN for erroneously reporting that more than 1,000 ventilators sent by Tesla to California hospitals hadn’t been received while expressing his surprise that the news network “still exists.”
Last month, Musk said in a tweet that he had obtained the ventilators due to China having an oversupply and would be shipping them free to hospitals that required them.
CNN published a story claiming that “none of the promised ventilators have been received by hospitals,” citing Gov. Gavin Newsom’s office.
Musk responded by tweeting, “What I find most surprising is that CNN still exists.”
He then posted an email exchange which shows a Los Angeles County Department of Health Services official thanking Tesla for receiving the ventilators.
“Hey Phillip, do you know if these ventilators went into use?” asks Tesla’s Omead Afshar.
“They worked great during testing today,” responded Phillip Franks, who is Director of System Operations and Support Services at the Los Angeles County Department of Health Services. “We will put these to use tomorrow. Thanks!” he adds.
Musk also tagged Gov. Gavin Newsom in one of the tweets, asking him to “please fix this misunderstanding.”
We await to see if CNN will fix their totally inaccurate reporting.
My voice is being silenced by free speech-hating Silicon Valley behemoths who want me disappeared forever. It is CRUCIAL that you support me.
Please sign up for the free newsletter here. Donate to me on SubscribeStar here.
Support my sponsor – Turbo Force – a supercharged boost of clean energy without the comedown.
The platinum standard of advanced multivitamin formulations is back in stock! Order Vitamin Mineral Fusion at 50% off today!",politicsNews,4/16/2020,InfoWars
TRUMP WAS WARNED ABOUT NIH CORRUPTION IN 2015,"Presidential candidate Donald Trump was warned about corruption at the National Institute of Health in October 2015 by conservative radio host Michael Savage.
Trump, who had announced his candidacy for president a few months earlier, joined The Savage Nation to discuss his policy platform when Savage broached the corruption at the NIH, suggesting Trump appoint him to head the institute should he be elected.
“We have such corruption right now in science itself, that’s there’s virtually almost no real honest science anymore, and the best evidence I have for that is the fake global warming research,” Savage told Trump.
“Almost every study comes out that’s warped, it’s all corrupt.”
“When you become President, I want you consider appointing me to head of the NIH,” Savage continued. “I will make sure that America has real science and real medicine again in this country because I know the corruption. I know how to clean it up and I know how to make real research work again.”
“I hear so much about the NIH and it’s terrible beyond belief,” Trump said.
The NIH has come under fire after documents surfaced showing the institute gave the Wuhan Institute of Virology in Communist China a $3.7 million grant to conduct gain-of-function coronavirus experimentation on bats in 2017.
In other words, the NIH outsourced its coronavirus research to the Communist Chinese.
Additionally, the coronavirus mortality models touted by NIH Director Dr. Anthony Fauci and coronavirus response coordinator Dr. Deborah Birx have turned out to be incredibly inaccurate and overblown as the pandemic rolled on, drawing criticism from many medical experts and citizens obeying stay-at-home orders.
Dr. Shiva Ayyadurai joins The Alex Jones Show to break down who is behind the criminal takeover of society.
Boost your vitamin D intake today with Winter Sun Plus now at 50% off!",politicsNews,4/15/2020,InfoWars
CNN’S CUOMO SUDDENLY REALISES HIS JOB IS ‘TRAFFICKING IN THE RIDICULOUS’,"CNN anchor Chris Cuomo made a startling confession Monday, declaring that he doesn’t value his job and that CNN is “trafficking in things that I think are ridiculous.”
In a Howard Beale-esq moment, Cuomo made the comments on his SiriusXM show, apparently having an epiphany after contracting coronavirus.
“I don’t want to spend my time doing things that I don’t think are valuable enough to me personally,” Cuomo said, adding “I don’t value indulging the rationality, hyper-partisanship.”
Listen:
“I don’t like what I do professionally,” Cuomo said. “I don’t think it’s worth my time.”
Cuomo also said that he dislikes “talking to Democrats about things that I don’t really believe they mean” and “talking to Republicans about them parroting things they feel they have to say.”
The host seems to be reevaluating his role in the fake news system that has become purely about winning ratings by saying ridiculous things.
“I don’t think its worth it to me because I don’t think I mean enough, I don’t think I matter enough, I don’t think I can really change anything, so then what am I really doing?” Cuomo continued.
“I’m basically being perceived as successful in a system that I don’t value. I’m seen as being good at being on TV and advocating for different positions… but I don’t know if I value those things, certainly not as much as I value being able to live my life on my own terms.” he added.
The host also related an experience about being approached by a biker on Easter Sunday, being verbally abused while he was out with his family, adding that he wants to be able to act like any other member of the public, so he told the biker to ‘go to hell’.
“I don’t want some jackass, loser, fat tire biker being able to pull over and get in my space and talk bullsh** to me, I don’t want to hear it.” Cuomo ranted.
“That matters to me more than making millions of dollars a year…because I’ve saved my money and I don’t need it anymore. I want to be able to tell you to go to hell, to shut your mouth…I don’t get that doing what I do for a living.” he added.
Last year, Cuomo made headlines when he was caught on video threatening a guy who called him ‘Fredo’, the name of the ‘weak’ middle brother in ‘The Godfather’.
Cuomo told the person that he would “f***ing throw you down the stairs like a f***ing punk”:
“So, I’m gonna make changes,” Cuomo concluded. “Why? Because I’ve gotta be happy. Why? Because life is short. Life is short. And I’m pretty far down the road – I’m gonna be 50.”
He also admitted that he doesn’t want to be like other network anchors who are open about their partisanship.
“I’ll never be Sean Hannity. I’ll never have this mass following that echoes a political set of ideas and principles that I’ll agree with. Similarly, Rachel Maddow.” Cuomo announced.
It seems that Cuomo is ‘mad as hell and he aint gonna take it no more!’
Get what you and your family need with today’s top-selling products now!",politicsNews,4/14/2020,InfoWars
"TRUMP SHOWS MONTAGE OF MEDIA DOWNPLAYING CORONAVIRUS — CNN, MSNBC CUT FEED","President Trump set the record straight during a White House coronavirus task force briefing after the media tried to claim he didn’t act to mitigate the pandemic soon enough.
During the briefing Monday, Trump stepped aside to let a video montage play showing numerous media figures from January and February downplaying and dismissing the severity of the coronavirus crisis, and other Democrat leaders praising Trump for his response efforts.
The montage was so effective at exposing the media’s hypocrisy and bias that CNN and MSNBC immediately cut the feed, claiming the president was broadcasting “propaganda.”
“We are going to avoid airing any more of this White House briefing until it returns to what it was supposed to be, which was the coronavirus task force providing medical information,” said MSNBC Chief Legal Correspondent Ari Melber.
ABC’s Jon Karl asked Trump: “I have never seen a video like that played in this room…Why did you feel the need to do that?”
“Because we’re getting Fake News & I’d like to have it corrected,” Trump replied.
The mainstream media has cut away from Trump’s task force briefings several times and has called for boycotting future briefings after he floated hydroxychloroquine as a possible treatment for coronavirus.
Jim Hoft of the Gateway Pundit joins The Alex Jones Show to expose what the massively over-projected casualties from COVID-19 mean as the MSM claims credit for impossibly low by comparison real numbers.
Take advantage of one of nature’s most hardworking nutrients with Vasobeet now at 40% off!",politicsNews,4/13/2020,InfoWars
BERNIE ENDORSES BIDEN FOR PRESIDENT,"Socialist Sen. Bernie Sanders (I-Vt.) has endorsed presumptive Democrat nominee Joe Biden for president.
The Vermont senator made the announcement in an interview with Biden on Monday, saying: “We need you in the White House. I will do all that I can to see that that happens, Joe.”
The former vice president expressed his gratitude for the socialist “outsider’s” endorsement.
“I thank you for your endorsement, your support…it means a great deal to me personally,” Biden told Sanders.
Bernie’s acquiescence to the establishment is notable given his anti-establishment platform and forceful rhetoric.
This isn’t the first time Sanders bent the knee to the establishment.
In 2016, Sanders endorsed Hillary Clinton despite the former Secretary of State plotting to steal the Democratic nomination from him, as revealed by WikiLeaks.
“I have come here to make it as clear as possible why I am endorsing Hillary Clinton and why she must become our next president,” Sanders had said at a joint rally in New Hampshire. “Secretary Clinton has won the Democratic nomination and I congratulate her for that.”
Bernie and Biden’s full interview is available below:
Twitter: 
Gab: https://gab.com/WhiteIsTheFury
Minds: https://www.minds.com/whiteisthefury
Also, make sure to get your boost of zinc and pregnenolone today with The Real Red Pill now at 50% off!",politicsNews,4/13/2020,InfoWars
DEMOCRAT GOVERNOR WHITMER ADDS U.S. FLAGS TO LIST OF BANNED PRODUCTS DURING LOCKDOWN,"Michigan’s Democrat Governor Gretchen Whitmer expanded on her draconian list of forbidden items to purchase during the coronavirus lockdown — which now includes the U.S. flag.
Whitmer had prohibited the sale of seeds, gardening products, and other items she deemed “non-essential” in an executive order on Thursday, prompting outrage from businesses and individuals in the state.
But now it seems U.S. flags are another item Whitmer arbitrarily deemed “non-essential.”
Whitmer’s overreaching behavior was already established after she attempted to limit doctors from using hydroxycholoroquine for coronavirus treatment last month to score political points against President Trump.
But she changed course last week after receiving widespread criticism for the move, and is now asking the federal government for shipments of the drug.
Why does every move Democrats make during this crisis tend to exercise authoritarianism rather than genuinely help the American people during the pandemic?
For example, Kentucky’s Democrat Governor Andy Beshear threatened to record the license plates of and quarantine Easter Sunday churchgoers, regardless of whether they test positive for COVID-19 or not.
Pick up the next evolution of activated nascent iodine today with Survival Shield X-3 now at 60% off!",politicsNews,4/12/2020,InfoWars
‘WOKE’ REPORTER ACCUSES BLACK SURGEON GENERAL OF RACISM FOR SAYING ‘BIG MOMMA’,"A far-left activist reporter accused Surgeon General Jerome Adams of racism after he urged people of color to follow to follow the safety guidelines to stop the spread of the coronavirus, including avoiding drugs and alcohol.
Adams, a black man himself, said: “Do it for your Abuela, do it for your Grandaddy, do it for your Big Momma, do it for your Pop Pop.”
But PBS reporter Yamiche Alcindor took issue with Adams choice of words, claiming his language was offensive.
“You said that African-Americans and Latinos should avoid alcohol, drugs, and tobacco. You also said do it for your Abuela and do it for Big Mama and Pop-Pop,” Alcindor said to Adams. “There are some people online that are already offended by that language and the idea that you’re saying behaviors might be leaning to these high death rates.”
“I use the language that is used in my family,” Adams responded, noting that his own family used the terms “Grandaddy” and “Big Mama.”
“That was not meant to be offensive. That’s the language that I use and they use,” he added.
Alcindor’s liberal activism during the White House coronavirus task force briefings have made headlines in recent days.
For example, she badgered President Trump over unverified reports that a White House staffer referred to the coronavirus as the “Kung Flu,” and suggested he was racist for calling it the “Chinese virus.”
But accusing a black man of racism for saying “Big Momma” and “Pop Pop” represents a new low for the media.
It was only a few weeks ago when leftist media talking heads like Don Lemon and many others had no problem calling COVID-19 the “Wuhan Chinese Virus”. So why has it suddenly become politically incorrect to say the virus came from China? Because the MSM has received their marching orders from Beijing to change the narrative and launch yet another disinformation campaign to blame President Trump for being racist.
The platinum standard of advanced multivitamin formulations is back in stock! Order Vitamin Mineral Fusion at 50% off today!",politicsNews,4/11/2020,InfoWars
BERNIE’S PRESS SECRETARY: ‘NOW I CAN DROP ‘DEMOCRATIC’ FROM ‘DEMOCRATIC SOCIALISM’,"After he announced he was suspending his presidential campaign, Bernie Sanders’ press secretary expressed relief that she could finally drop the word “democratic” from the term “democratic socialism.”
The mask comes off.
Sanders announced he was bowing out of the race earlier today telling his supporters during a live stream that the decision was “very difficult and painful” while acknowledging there was no feasible path to the nomination.
Briahna Joy Gray, Bernie’s press secretary had a very revealing response, tweeting, “On the plus side, I can drop the “Democratic” from my tweets about why Socialism is good.”
The term “democratic socialism” has long been used by Bernie’s campaign as a thin veil to disguise the fact that he is a command and control socialist and his policies have more in common with dictatorial socialist countries than anything America has ever seen.
“Democratic socialism” was originally coined by social democrats in the 20th century who wanted to emphasize that they saw a path to socialism through peaceful reform, not authoritarian tyranny as seen in Russia.
By eschewing the term “democratic,” Gray is basically admitting that the impetus behind Bernie’s campaign was authoritarian from the very beginning.
This correlates with frightening statements made by Bernie’s hardcore supporters and his own campaign staff.
A series of videos released by Project Veritas earlier this year featured Bernie staffers confirming with their own words just how “democratic” they envisioned their brand of socialism to be.
“I’m ready to start tearing bricks up and start fighting. I’m no cap, bro,” said South Carolina field organizer Martin Weissgerber in one oft he videos. “I’ll straight up get armed, I want to learn how to shoot and go train. I’m ready for the f**ing revolution, bro.”
“I’m telling you. Guillotine the rich,” he added.
Another campaign organizer named Kyle Jurek was captured on camera advocating re-education camps for Trump supporters while vowing that that “Milwaukee will burn” if Sanders didn’t get the nomination.
Also, make sure to get your boost of zinc and pregnenolone today with The Real Red Pill now at 50% off!",politicsNews,4/8/2020,InfoWars
